"ID","word","total"
13270,"startin'to",1
13271,"starve",1
13272,"starving",1
13273,"stashed",1
13274,"statik",1
13275,"statin",1
13276,"statistically",1
13277,"statues",1
13278,"std",1
13279,"steaks",1
13280,"steals",1
13281,"stealth",1
13282,"stee",1
13283,"steelo",1
13284,"steep",1
13285,"stem",1
13286,"stench",1
13287,"stepchild",1
13288,"stepfather",1
13289,"steph",1
13290,"stepparent",1
13291,"stepping",1
13292,"steroids",1
13293,"stg",1
13294,"stick's",1
13295,"sticked",1
13296,"stife",1
13297,"stilettos",1
13298,"stillborns",1
13299,"stings",1
13300,"stix",1
13301,"stocked",1
13302,"stockin",1
13303,"stocking",1
13304,"stojaković",1
13305,"stomachs",1
13306,"stonewashed",1
13307,"stoney",1
13308,"stooges",1
13309,"stool",1
13310,"stoop",1
13311,"stormed",1
13312,"storming",1
13313,"storms",1
13314,"story's",1
13315,"stowed",1
13316,"straighten",1
13317,"straightenin",1
13318,"stranger's",1
13319,"strategize",1
13320,"strategy",1
13321,"strays",1
13322,"streak",1
13323,"streaks",1
13324,"stream",1
13325,"streaming",1
13326,"street's",1
13327,"streetlights",1
13328,"strengthen",1
13329,"stretcher",1
13330,"stretches",1
13331,"stretching",1
13332,"stricken",1
13333,"strikin",1
13334,"strokin",1
13335,"stroll",1
13336,"strollin",1
13337,"strongly",1
13338,"structure",1
13339,"stu'bottles",1
13340,"stud",1
13341,"students",1
13342,"studs",1
13343,"study",1
13344,"stuffin",1
13345,"stuffy",1
13346,"stumbled",1
13347,"stumbles",1
13348,"stummy",1
13349,"stumped",1
13350,"stunk",1
13351,"stunners",1
13352,"stuntman",1
13353,"stupidity",1
13354,"stutterin",1
13355,"suavé",1
13356,"subconscious",1
13357,"subconsciously",1
13358,"subdivision",1
13359,"súbelo",1
13360,"subió",1
13361,"submarino",1
13362,"substance",1
13363,"subtract",1
13364,"suburban",1
13365,"succeeding",1
13366,"succotash",1
13367,"suckers",1
13368,"suckin'you",1
13369,"sudando",1
13370,"sudden",1
13371,"suds",1
13372,"suede",1
13373,"suela",1
13374,"suéter",1
13375,"suffer",1
13376,"suffered",1
13377,"suffering",1
13378,"suffice",1
13379,"suffocate",1
13380,"suficiente",1
13381,"sufre",1
13382,"sugarcoat",1
13383,"suggest",1
13384,"suicides",1
13385,"suitcase",1
13386,"suite",1
13387,"sulk'cause",1
13388,"summary",1
13389,"summer's",1
13390,"sunday's",1
13391,"sundays",1
13392,"sunglasses",1
13393,"sunkist",1
13394,"sunri",1
13395,"sunsets",1
13396,"sunstroke",1
13397,"sup",1
13398,"supah",1
13399,"superbellaca",1
13400,"superficial",1
13401,"superhero",1
13402,"superman's",1
13403,"supernova",1
13404,"superstars",1
13405,"supper",1
13406,"supplied",1
13407,"supply",1
13408,"supply's",1
13409,"support",1
13410,"suppose",1
13411,"suppressing",1
13412,"surely",1
13413,"surfside",1
13414,"surveillance",1
13415,"survives",1
13416,"survivin",1
13417,"surviving",1
13418,"sus",1
13419,"sushi",1
13420,"suspect",1
13421,"sussy",1
13422,"suv",1
13423,"suwoop",1
13424,"suwu",1
13425,"suzuki",1
13426,"swallowed",1
13427,"swallowin",1
13428,"swallowing",1
13429,"swamp",1
13430,"swamped",1
13431,"swang",1
13432,"swapping",1
13433,"swaps",1
13434,"swatted",1
13435,"swayed",1
13436,"swear'cause",1
13437,"swearing",1
13438,"sweaters",1
13439,"sweatin",1
13440,"sweating",1
13441,"sweatpants",1
13442,"sweats",1
13443,"sweaty",1
13444,"sweeped",1
13445,"sweeter",1
13446,"sweetness",1
13447,"swervin'i",1
13448,"swerving",1
13449,"swiffer",1
13450,"swift",1
13451,"swifty",1
13452,"swiggity",1
13453,"swiping",1
13454,"swiss",1
13455,"switcharoo",1
13456,"swizz",1
13457,"swizzy",1
13458,"swollen",1
13459,"swooshes",1
13460,"swore",1
13461,"sworn",1
13462,"swung",1
13463,"syllable",1
13464,"sylvia",1
13465,"sympathizin",1
13466,"symphony",1
13467,"sync",1
13468,"syndicate",1
13469,"synergy",1
13470,"synonyms",1
13471,"synopsis",1
13472,"synthetic",1
13473,"syruped",1
13474,"t's",1
13475,"tables",1
13476,"tablets",1
13477,"tâche",1
13478,"tack",1
13479,"tackled",1
13480,"tactic",1
13481,"tailbone",1
13482,"tailed",1
13483,"taillights",1
13484,"tailor",1
13485,"taints",1
13486,"taiwan",1
13487,"takedown",1
13488,"takegod",1
13489,"talker",1
13490,"talkin'don't",1
13491,"talkin'hit",1
13492,"tamale",1
13493,"tambourine",1
13494,"tamed",1
13495,"tanenbaum",1
13496,"tangent",1
13497,"tao",1
13498,"tapes",1
13499,"tapped",1
13500,"tapping",1
13501,"targets",1
13502,"targets'll",1
13503,"targettin",1
13504,"tartar",1
13505,"tás",1
13506,"tastin",1
13507,"tattoed",1
13508,"taurus",1
13509,"taxed",1
13510,"td",1
13511,"teaming",1
13512,"teammate",1
13513,"tear's",1
13514,"tec's",1
13515,"technical",1
13516,"technique",1
13517,"tective",1
13518,"teena",1
13519,"teenager",1
13520,"teens",1
13521,"tees",1
13522,"tego",1
13523,"teh",1
13524,"tekashi",1
13525,"tele",1
13526,"teléfono",1
13527,"telephone",1
13528,"telethon",1
13529,"teletubby",1
13530,"temblando",1
13531,"temor",1
13532,"tempo",1
13533,"temporada",1
13534,"temporary",1
13535,"temptin",1
13536,"tempur",1
13537,"tenderoni",1
13538,"tendo",1
13539,"tenfold",1
13540,"tenis",1
13541,"tense",1
13542,"tent",1
13543,"tentative",1
13544,"tenth",1
13545,"tents",1
13546,"term",1
13547,"terminar",1
13548,"terminaste",1
13549,"terminate",1
13550,"termites",1
13551,"terms",1
13552,"terrier",1
13553,"terrorize",1
13554,"terrorizin",1
13555,"terrors",1
13556,"terry",1
13557,"testarossa",1
13558,"testified",1
13559,"testify",1
13560,"testimony",1
13561,"testing",1
13562,"testosterone",1
13563,"tetilla",1
13564,"tev",1
13565,"textear",1
13566,"texted",1
13567,"texture",1
13568,"tg",1
13569,"thai",1
13570,"thanking",1
13571,"thanksgiving",1
13572,"that'd",1
13573,"thc",1
13574,"theaters",1
13575,"theft",1
13576,"theory",1
13577,"therapist",1
13578,"thermometer",1
13579,"thgin",1
13580,"thickie",1
13581,"thirteen",1
13582,"thizz",1
13583,"thon",1
13584,"thotta",1
13585,"thou'i",1
13586,"thought'll",1
13587,"thrashin",1
13588,"thrax",1
13589,"threaten",1
13590,"three's",1
13591,"threes",1
13592,"threeway",1
13593,"thrills",1
13594,"throes",1
13595,"thrones",1
13596,"throwaway",1
13597,"thru",1
13598,"thud",1
13599,"thumbing",1
13600,"thunk",1
13601,"thy",1
13602,"tiburón",1
13603,"tical",1
13604,"tickin",1
13605,"ticking",1
13606,"tickle",1
13607,"tiempos",1
13608,"tierra",1
13609,"tiger's",1
13610,"tigers",1
13611,"tigger",1
13612,"tilt",1
13613,"timberlands",1
13614,"timbo",1
13615,"timbs",1
13616,"timed",1
13617,"timeless",1
13618,"timeline",1
13619,"timepieces",1
13620,"timezone",1
13621,"timid",1
13622,"timing's",1
13623,"tingle",1
13624,"tingling",1
13625,"tipped",1
13626,"tippin",1
13627,"tips",1
13628,"tiptoe",1
13629,"tirando",1
13630,"tirarme",1
13631,"tirarnos",1
13632,"tirarte",1
13633,"tírate",1
13634,"tirelessly",1
13635,"tiro",1
13636,"tisci",1
13637,"tissues",1
13638,"tit",1
13639,"titanic",1
13640,"tithe",1
13641,"tits",1
13642,"tittyfuck",1
13643,"tl",1
13644,"tmzthese",1
13645,"tntglock",1
13646,"toa",1
13647,"toadstool",1
13648,"toastin",1
13649,"tobago",1
13650,"tocara",1
13651,"tocarte",1
13652,"toco",1
13653,"tocó",1
13654,"todas",1
13655,"toilet's",1
13656,"toke",1
13657,"toledo",1
13658,"toma",1
13659,"tomahawk",1
13660,"tomorr'smile",1
13661,"tomorrow's",1
13662,"tonce",1
13663,"toné",1
13664,"toned",1
13665,"toni",1
13666,"tonight's",1
13667,"tonya",1
13668,"tookie",1
13669,"toosie",1
13670,"toothbrush",1
13671,"toppings",1
13672,"topple",1
13673,"torches",1
13674,"tornillo",1
13675,"toters",1
13676,"toughest",1
13677,"toupee",1
13678,"toupée",1
13679,"tourist",1
13680,"tov",1
13681,"towards",1
13682,"towers",1
13683,"town's",1
13684,"toyota",1
13685,"tr",1
13686,"trabajo",1
13687,"trace",1
13688,"traction",1
13689,"tracy",1
13690,"trademark",1
13691,"trader",1
13692,"traders",1
13693,"tradin",1
13694,"traditions",1
13695,"tragic",1
13696,"trago",1
13697,"tragos",1
13698,"traicionaste",1
13699,"trailer",1
13700,"trained",1
13701,"trainin",1
13702,"trainor",1
13703,"traitor",1
13704,"traitorous",1
13705,"trample",1
13706,"tran",1
13707,"tranquila",1
13708,"transfusion",1
13709,"translucent",1
13710,"trappers",1
13711,"trapping",1
13712,"traps",1
13713,"trapstar",1
13714,"trastornado",1
13715,"tratas",1
13716,"trauma",1
13717,"traumatizing",1
13718,"trav",1
13719,"traveled",1
13720,"travesura",1
13721,"travolta",1
13722,"trayvon",1
13723,"treach",1
13724,"tread",1
13725,"treason",1
13726,"treasure",1
13727,"treasures",1
13728,"treasury",1
13729,"treats",1
13730,"treble",1
13731,"tremble",1
13732,"tremendo",1
13733,"tremendous",1
13734,"trends",1
13735,"trendy",1
13736,"trepa",1
13737,"trestletree",1
13738,"tribeca",1
13739,"trickin",1
13740,"trickle",1
13741,"tricycle",1
13742,"trigger'bout",1
13743,"trinity",1
13744,"tripled",1
13745,"trippin'damn",1
13746,"triumph",1
13747,"triumphant",1
13748,"trix",1
13749,"trli",1
13750,"trollin",1
13751,"tropic",1
13752,"tropical",1
13753,"tropicana",1
13754,"trouble's",1
13755,"troy",1
13756,"tru",1
13757,"trucker",1
13758,"truckload",1
13759,"trudged",1
13760,"trudy",1
13761,"trues",1
13762,"trugoy",1
13763,"trustin",1
13764,"truth'll",1
13765,"trynna",1
13766,"tryout",1
13767,"tsa",1
13768,"tsk",1
13769,"tuesdays",1
13770,"tulum",1
13771,"tumba",1
13772,"tumbar",1
13773,"tumor",1
13774,"tupelo",1
13775,"turban",1
13776,"turks",1
13777,"turmoil",1
13778,"tussin",1
13779,"tustlin",1
13780,"tutor",1
13781,"tutored",1
13782,"tutting",1
13783,"tuvo",1
13784,"tvgucci",1
13785,"tvi",1
13786,"tweak",1
13787,"tweaking",1
13788,"tweety",1
13789,"twelfth",1
13790,"twelves",1
13791,"twerkin",1
13792,"twerkin'since",1
13793,"twerp",1
13794,"twirls",1
13795,"twitteo",1
13796,"tx",1
13797,"tyga",1
13798,"tyin",1
13799,"typewrite",1
13800,"tyson",1
13801,"uchi",1
13802,"uchocha",1
13803,"uh1",1
13804,"uhh",1
13805,"uhthey",1
13806,"ultimate",1
13807,"ultrabeam",1
13808,"ultrajo",1
13809,"ultraviolet",1
13810,"umm",1
13811,"unannounced",1
13812,"unavoidable",1
13813,"unaware",1
13814,"unborns",1
13815,"undebatable",1
13816,"undecide",1
13817,"undercovers",1
13818,"underrated",1
13819,"understandin",1
13820,"underwent",1
13821,"undressed",1
13822,"unemployed",1
13823,"unevadable",1
13824,"unfadable",1
13825,"unfastened",1
13826,"unflatterin",1
13827,"unfold",1
13828,"unforgiven",1
13829,"unholstered",1
13830,"unhooks",1
13831,"unicorn",1
13832,"uniforms",1
13833,"uninvolved",1
13834,"unit",1
13835,"units",1
13836,"unlimited",1
13837,"unload",1
13838,"unloaded",1
13839,"unloadin",1
13840,"unlocked",1
13841,"unloyal",1
13842,"unmiss",1
13843,"unpack",1
13844,"unplugged",1
13845,"unpredictable",1
13846,"unsettling",1
13847,"unstable",1
13848,"unsupervised",1
13849,"unsure",1
13850,"untrained",1
13851,"unusual",1
13852,"unwashed",1
13853,"unzippin",1
13854,"up'cause",1
13855,"upcoming",1
13856,"upgrade",1
13857,"uphill",1
13858,"uppercut",1
13859,"uppin",1
13860,"upset'cause",1
13861,"upsot",1
13862,"upswing",1
13863,"urban",1
13864,"urges",1
13865,"urkel",1
13866,"urp",1
13867,"usa",1
13868,"useless",1
13869,"usher's",1
13870,"usuario",1
13871,"utah",1
13872,"uuh",1
13873,"uy",1
13874,"v10",1
13875,"vacate",1
13876,"vacations",1
13877,"vacilar",1
13878,"vade",1
13879,"vaginal",1
13880,"vaginas",1
13881,"vaguest",1
13882,"vale",1
13883,"valora",1
13884,"valoro",1
13885,"values",1
13886,"vamanos",1
13887,"vámonos",1
13888,"vampires",1
13889,"vandalize",1
13890,"vanity's",1
13891,"vantaged",1
13892,"vapor",1
13893,"vapors",1
13894,"varios",1
13895,"vasectomy",1
13896,"vaseline",1
13897,"vaults",1
13898,"vaya",1
13899,"vegetable",1
13900,"vegetables",1
13901,"veggies",1
13902,"vehicle",1
13903,"vein",1
13904,"vela",1
13905,"velorio",1
13906,"velvet",1
13907,"vende",1
13908,"vendetta",1
13909,"vending",1
13910,"veneers",1
13911,"veneria",1
13912,"venezolanas",1
13913,"venezuela",1
13914,"venga",1
13915,"venice",1
13916,"ventilate",1
13917,"ventilation",1
13918,"ventilator",1
13919,"verb",1
13920,"verbs",1
13921,"verda",1
13922,"verdadera",1
13923,"verified",1
13924,"verizon",1
13925,"versátil",1
13926,"versatile",1
13927,"versus",1
13928,"vertically",1
13929,"vestido",1
13930,"veteran",1
13931,"vevo",1
13932,"vía",1
13933,"viajes",1
13934,"vibrators",1
13935,"vic",1
13936,"victims",1
13937,"victor",1
13938,"victories",1
13939,"vidarte",1
13940,"viddie",1
13941,"viewing",1
13942,"vigil",1
13943,"villains",1
13944,"villana",1
13945,"vince",1
13946,"vincenzo's",1
13947,"vinny",1
13948,"vinyl",1
13949,"violations",1
13950,"violin",1
13951,"violins",1
13952,"vipers",1
13953,"visa",1
13954,"visas",1
13955,"visible",1
13956,"visine",1
13957,"visionary",1
13958,"visual",1
13959,"viva",1
13960,"vives",1
13961,"vívete",1
13962,"vivica",1
13963,"vividly",1
13964,"vlog",1
13965,"vocals",1
13966,"voicemails",1
13967,"void",1
13968,"volverá",1
13969,"voo",1
13970,"voot",1
13971,"vouch",1
13972,"vous",1
13973,"vs1",1
13974,"vu",1
13975,"vuelva",1
13976,"vulgar",1
13977,"vus",1
13978,"vv",1
13979,"vyoom",1
13980,"wacko",1
13981,"wafers",1
13982,"wagens",1
13983,"wager",1
13984,"wages",1
13985,"waging",1
13986,"wagon",1
13987,"waistline",1
13988,"wakanda",1
13989,"wakeboard",1
13990,"waldorf",1
13991,"wandering",1
13992,"wang",1
13993,"wannabes",1
13994,"wap",1
13995,"waps",1
13996,"ward",1
13997,"ware",1
13998,"warfare",1
13999,"warming's",1
14000,"warmth",1
14001,"warrior",1
14002,"washin",1
14003,"washington",1
14004,"wassy",1
14005,"wasteman",1
14006,"wasty",1
14007,"watered",1
14008,"waterloo",1
14009,"wavey",1
14010,"waxed",1
14011,"waylon",1
14012,"wayside",1
14013,"wealthy",1
14014,"web",1
14015,"wedlock",1
14016,"week's",1
14017,"weekday",1
14018,"weights",1
14019,"weirdos",1
14020,"welcoming",1
14021,"welfare",1
14022,"went's",1
14023,"wesson",1
14024,"wesson's",1
14025,"westbrook",1
14026,"wetlands",1
14027,"wetter",1
14028,"whats",1
14029,"wheeze",1
14030,"whichever",1
14031,"whiff",1
14032,"whiner",1
14033,"whinin",1
14034,"whip's",1
14035,"whippa",1
14036,"whiskey's",1
14037,"whisperin",1
14038,"whispers",1
14039,"whites",1
14040,"who'd",1
14041,"who'da",1
14042,"who'll",1
14043,"who've",1
14044,"whoo",1
14045,"whooo",1
14046,"whoopin",1
14047,"whoops",1
14048,"whop",1
14049,"whopped",1
14050,"whopper",1
14051,"whorehouse",1
14052,"whores",1
14053,"whose",1
14054,"whosoever",1
14055,"wick",1
14056,"widowed",1
14057,"width",1
14058,"wifed",1
14059,"wifey's",1
14060,"wildin'and",1
14061,"wildin'if",1
14062,"wildin'you",1
14063,"wilding",1
14064,"wiling",1
14065,"wilkins",1
14066,"willis",1
14067,"wilshire",1
14068,"windshield",1
14069,"wines",1
14070,"wingless",1
14071,"wingman",1
14072,"winin",1
14073,"winnin'my",1
14074,"winter's",1
14075,"wintergreen",1
14076,"wintertime",1
14077,"wise",1
14078,"wisen",1
14079,"wit'cause",1
14080,"wizz",1
14081,"woa",1
14082,"woman's",1
14083,"wond3r",1
14084,"wonders",1
14085,"wonk",1
14086,"woosh",1
14087,"wooster",1
14088,"word's",1
14089,"wordplay",1
14090,"workday",1
14091,"workers",1
14092,"workin'but",1
14093,"workout",1
14094,"workplace",1
14095,"worlds",1
14096,"worm",1
14097,"worn",1
14098,"worshippers",1
14099,"wounds",1
14100,"wraiths",1
14101,"wrappin",1
14102,"wrapping",1
14103,"wrath",1
14104,"wreak",1
14105,"wrestlin",1
14106,"wrestling",1
14107,"wretch",1
14108,"wristband",1
14109,"wrists",1
14110,"writer",1
14111,"writers",1
14112,"wrld",1
14113,"wrongs",1
14114,"x'd",1
14115,"x7",1
14116,"xam",1
14117,"xd",1
14118,"xtc",1
14119,"xy",1
14120,"y'alls",1
14121,"yajects",1
14122,"yamaha",1
14123,"yandhi",1
14124,"yankees",1
14125,"yapping",1
14126,"yaviah",1
14127,"yawning",1
14128,"yaya",1
14129,"yé",1
14130,"ye's",1
14131,"yeahtodos",1
14132,"yeezy",1
14133,"yerba",1
14134,"yerno",1
14135,"yerp",1
14136,"yeshua",1
14137,"yessir",1
14138,"yllaer",1
14139,"ymcmb",1
14140,"ynr",1
14141,"yola",1
14142,"yompton",1
14143,"you'cause",1
14144,"you'da",1
14145,"youngboy",1
14146,"youngest",1
14147,"your⁠",1
14148,"yrc",1
14149,"yutes",1
14150,"yyb's",1
14151,"z06",1
14152,"z3n",1
14153,"zack",1
14154,"zales",1
14155,"zebco",1
14156,"zebra",1
14157,"zeroes",1
14158,"zhuh",1
14159,"zillion",1
14160,"zimmerman",1
14161,"zion",1
14162,"ziploc",1
14163,"zipped",1
14164,"zippers",1
14165,"zips",1
14166,"zit",1
14167,"zón",1
14168,"zoomin",1
14169,"zrockin",1
14170,"zúmbale",1
14171,"zune",1
14172,"цn",1
14173,"가",1
14174,"가르쳐줘",1
14175,"가린",1
14176,"가봤던",1
14177,"가슴을",1
14178,"갈게",1
14179,"감싸",1
14180,"감은",1
14181,"감정의",1
14182,"감춘",1
14183,"같겠지만",1
14184,"같을",1
14185,"같이",1
14186,"거긴",1
14187,"거대한",1
14188,"거라고",1
14189,"거센",1
14190,"거시기의",1
14191,"거짓말",1
14192,"건너",1
14193,"건지",1
14194,"걸로",1
14195,"걸음걸이",1
14196,"것도",1
14197,"것들의",1
14198,"것만",1
14199,"것에",1
14200,"결국",1
14201,"결국엔",1
14202,"계속",1
14203,"고개",1
14204,"고통이",1
14205,"곳에",1
14206,"곳에서",1
14207,"곳으로",1
14208,"관심사",1
14209,"광주",1
14210,"괜찮을",1
14211,"궁금해",1
14212,"귀여워",1
14213,"그건",1
14214,"그날의",1
14215,"그냥",1
14216,"그때로",1
14217,"그래도",1
14218,"그랬으니",1
14219,"그러니",1
14220,"그런",1
14221,"그려가는",1
14222,"그려나가는",1
14223,"그림자",1
14224,"금남",1
14225,"금빛",1
14226,"기꺼이",1
14227,"기도했어",1
14228,"기준도",1
14229,"길은",1
14230,"길을",1
14231,"깊은",1
14232,"까놓고",1
14233,"까만",1
14234,"깜깜하게",1
14235,"깜깜한",1
14236,"꿈을",1
14237,"꿈처럼",1
14238,"꿰뚫어",1
14239,"끌려가지",1
14240,"끝에",1
14241,"끝엔",1
14242,"나는저",1
14243,"나만의",1
14244,"나에게",1
14245,"날아",1
14246,"남들의",1
14247,"남은",1
14248,"내놔봐",1
14249,"내려놔",1
14250,"내일에",1
14251,"너니까",1
14252,"너에게",1
14253,"너에게로",1
14254,"넌",1
14255,"넓고",1
14256,"넓은",1
14257,"네게",1
14258,"노래도",1
14259,"노래해",1
14260,"노예",1
14261,"높아",1
14262,"높아난",1
14263,"놓아줘",1
14264,"놓쳐버린",1
14265,"누구보다",1
14266,"누구의",1
14267,"눈물을",1
14268,"눈치챘던",1
14269,"눌러쓰고",1
14270,"느낌",1
14271,"느낌이",1
14272,"느린",1
14273,"다가가",1
14274,"다녔어",1
14275,"다짐했던걸",1
14276,"단",1
14277,"단단해진",1
14278,"달려",1
14279,"달렸어",1
14280,"닮은",1
14281,"답답해넌",1
14282,"답이",1
14283,"답인",1
14284,"당근은",1
14285,"닿기",1
14286,"닿을지언정",1
14287,"더는",1
14288,"데려갈게",1
14289,"도망치게",1
14290,"독한",1
14291,"돌릴",1
14292,"돌아가기",1
14293,"되겠지",1
14294,"되돌아가자",1
14295,"되려",1
14296,"될지",1
14297,"두고",1
14298,"두렵잖을",1
14299,"둘",1
14300,"뒤엔",1
14301,"듣고",1
14302,"들어가기도",1
14303,"들을",1
14304,"듯해",1
14305,"따뜻한",1
14306,"따위",1
14307,"따윈",1
14308,"딱한",1
14309,"땅에",1
14310,"때면",1
14311,"떠",1
14312,"떠나야만",1
14313,"떠봐",1
14314,"떨리게",1
14315,"떨림이",1
14316,"떼면",1
14317,"똑같은",1
14318,"뛰어넘어",1
14319,"뛰어들어갈게",1
14320,"뛰지",1
14321,"뜨고",1
14322,"뜨는",1
14323,"뜬",1
14324,"리듬",1
14325,"마",1
14326,"마이크",1
14327,"마치",1
14328,"막힐",1
14329,"만든",1
14330,"만들어버린",1
14331,"만약에",1
14332,"말고",1
14333,"말없이",1
14334,"말투와",1
14335,"말할게",1
14336,"맞춰야",1
14337,"매겨",1
14338,"매달려",1
14339,"머리맡에",1
14340,"먼",1
14341,"멈춘",1
14342,"모두",1
14343,"모자라",1
14344,"모잘",1
14345,"목말라",1
14346,"목소리에",1
14347,"몸",1
14348,"못해",1
14349,"무너뜨려",1
14350,"무릎이",1
14351,"무엇도",1
14352,"뭐가",1
14353,"뭐든",1
14354,"미칠듯한",1
14355,"바다는",1
14356,"바다들을",1
14357,"바람과",1
14358,"바로",1
14359,"발끝",1
14360,"발끝인가",1
14361,"방법을",1
14362,"뱉어야",1
14363,"번",1
14364,"벗어날래도",1
14365,"베팅해",1
14366,"벼랑",1
14367,"변한",1
14368,"별",1
14369,"본",1
14370,"볼",1
14371,"볼수록",1
14372,"봤어",1
14373,"불현듯",1
14374,"비밀에널",1
14375,"비전",1
14376,"빛",1
14377,"뻑",1
14378,"뻔하디",1
14379,"뻔한",1
14380,"사랑해",1
14381,"사랑해요",1
14382,"사막",1
